timestamp,flow_mw
2023-01-01 00:00:00+00:00,42609.0
2023-01-01 00:15:00+00:00,4142.0
2023-01-01 00:30:00+00:00,3133.0
2023-01-01 00:45:00+00:00,2857.0
2023-01-01 01:00:00+00:00,40816.0
2023-01-01 01:15:00+00:00,3239.0
2023-01-01 01:30:00+00:00,3746.0
2023-01-01 01:45:00+00:00,3101.0
2023-01-01 02:00:00+00:00,38881.0
2023-01-01 02:15:00+00:00,3027.0
2023-01-01 02:30:00+00:00,2530.0
2023-01-01 02:45:00+00:00,2102.0
2023-01-01 03:00:00+00:00,37919.0
2023-01-01 03:15:00+00:00,2051.0
2023-01-01 03:30:00+00:00,2018.0
2023-01-01 03:45:00+00:00,894.0
2023-01-01 04:00:00+00:00,35229.0
2023-01-01 04:15:00+00:00,-599.0
2023-01-01 04:30:00+00:00,-1357.0
2023-01-01 04:45:00+00:00,-1311.0
2023-01-01 05:00:00+00:00,33563.0
2023-01-01 05:15:00+00:00,-1171.0
2023-01-01 05:30:00+00:00,-1022.0
2023-01-01 05:45:00+00:00,-1857.0
2023-01-01 06:00:00+00:00,34743.0
2023-01-01 06:15:00+00:00,-1018.0
2023-01-01 06:30:00+00:00,-1195.0
2023-01-01 06:45:00+00:00,-451.0
2023-01-01 07:00:00+00:00,30872.0
2023-01-01 07:15:00+00:00,-57.0
2023-01-01 07:30:00+00:00,976.0
2023-01-01 07:45:00+00:00,747.0
2023-01-01 08:00:00+00:00,36108.0
2023-01-01 08:15:00+00:00,1671.0
2023-01-01 08:30:00+00:00,2306.0
2023-01-01 08:45:00+00:00,1916.0
2023-01-01 09:00:00+00:00,36979.0
2023-01-01 09:15:00+00:00,1822.0
2023-01-01 09:30:00+00:00,1577.0
2023-01-01 09:45:00+00:00,584.0
2023-01-01 10:00:00+00:00,36275.0
2023-01-01 10:15:00+00:00,2139.0
2023-01-01 10:30:00+00:00,3036.0
2023-01-01 10:45:00+00:00,2158.0
2023-01-01 11:00:00+00:00,33179.0
2023-01-01 11:15:00+00:00,2347.0
2023-01-01 11:30:00+00:00,1379.0
2023-01-01 11:45:00+00:00,-22.0
2023-01-01 12:00:00+00:00,27472.0
2023-01-01 12:15:00+00:00,-1157.0
2023-01-01 12:30:00+00:00,-1533.0
2023-01-01 12:45:00+00:00,-2034.0
2023-01-01 13:00:00+00:00,24476.0
2023-01-01 13:15:00+00:00,-234.0
2023-01-01 13:30:00+00:00,-365.0
2023-01-01 13:45:00+00:00,-1133.0
2023-01-01 14:00:00+00:00,22625.0
2023-01-01 14:15:00+00:00,-955.0
2023-01-01 14:30:00+00:00,-651.0
2023-01-01 14:45:00+00:00,-381.0
2023-01-01 15:00:00+00:00,17821.0
2023-01-01 15:15:00+00:00,-516.0
2023-01-01 15:30:00+00:00,-1009.0
2023-01-01 15:45:00+00:00,-1423.0
2023-01-01 16:00:00+00:00,10122.0
2023-01-01 16:15:00+00:00,-34.0
2023-01-01 16:30:00+00:00,875.0
2023-01-01 16:45:00+00:00,2363.0
2023-01-01 17:00:00+00:00,10909.0
2023-01-01 17:15:00+00:00,1866.0
2023-01-01 17:30:00+00:00,1956.0
2023-01-01 17:45:00+00:00,927.0
2023-01-01 18:00:00+00:00,15336.0
2023-01-01 18:15:00+00:00,2614.0
2023-01-01 18:30:00+00:00,2035.0
2023-01-01 18:45:00+00:00,1723.0
2023-01-01 19:00:00+00:00,16239.0
2023-01-01 19:15:00+00:00,3488.0
2023-01-01 19:30:00+00:00,3619.0
2023-01-01 19:45:00+00:00,3625.0
2023-01-01 20:00:00+00:00,20499.0
2023-01-01 20:15:00+00:00,2716.0
2023-01-01 20:30:00+00:00,2495.0
2023-01-01 20:45:00+00:00,2500.0
2023-01-01 21:00:00+00:00,18760.0
2023-01-01 21:15:00+00:00,2258.0
2023-01-01 21:30:00+00:00,2085.0
2023-01-01 21:45:00+00:00,2030.0
2023-01-01 22:00:00+00:00,21113.0
2023-01-01 22:15:00+00:00,2786.0
2023-01-01 22:30:00+00:00,2981.0
2023-01-01 22:45:00+00:00,2835.0
2023-01-01 23:00:00+00:00,18863.0
2023-01-01 23:15:00+00:00,2483.0
2023-01-01 23:30:00+00:00,3314.0
2023-01-01 23:45:00+00:00,2197.0
2023-01-02 00:00:00+00:00,19048.0
2023-01-02 00:15:00+00:00,3299.0
2023-01-02 00:30:00+00:00,2678.0
2023-01-02 00:45:00+00:00,2946.0
2023-01-02 01:00:00+00:00,23704.0
2023-01-02 01:15:00+00:00,3250.0
2023-01-02 01:30:00+00:00,3028.0
2023-01-02 01:45:00+00:00,2431.0
2023-01-02 02:00:00+00:00,24670.0
2023-01-02 02:15:00+00:00,1392.0
2023-01-02 02:30:00+00:00,1501.0
2023-01-02 02:45:00+00:00,1271.0
2023-01-02 03:00:00+00:00,24922.0
2023-01-02 03:15:00+00:00,-624.0
2023-01-02 03:30:00+00:00,-2250.0
2023-01-02 03:45:00+00:00,-3173.0
2023-01-02 04:00:00+00:00,20235.0
2023-01-02 04:15:00+00:00,-3308.0
2023-01-02 04:30:00+00:00,-3125.0
2023-01-02 04:45:00+00:00,-3460.0
2023-01-02 05:00:00+00:00,19302.0
2023-01-02 05:15:00+00:00,-3123.0
